"species","Sample","treat","Order","feed","abundance","S","L","bm_name","a","b","S_bm","L_bm","total_bm"
"ARCA","ARCA14","C","ACAR","pred",1,1,0,"ACAR",0.053,2.494,0.053,0,0.053
"ARCA","ARCA10","C","ACAR","pred",1,1,0,"ACAR",0.053,2.494,0.053,0,0.053
"ARCA","ARCA14","C","ARAN","pred",4,3,1,"ARAN",0.1044,2.296,0.3132,2.51785223292632,2.83105223292632
"ARCA","ARCA1","C","ARAN","pred",1,0,1,"ARAN",0.1044,2.296,0,2.51785223292632,2.51785223292632
"ARCA","ARCA10","C","ARCH","herb",5,5,0,"THYS",0.0071,2.537,0.0355,0,0.0355
"ARCA","ARCA1","C","AUCH","herb",6,6,0,"AUCH",0.0548,2.354,0.3288,0,0.3288
"ARCA","ARCA14","C","AUCH","herb",8,7,1,"AUCH",0.0548,2.354,0.3836,1.43228610281054,1.81588610281054
"ARCA","ARCA5","C","AUCH","herb",2,1,1,"AUCH",0.0548,2.354,0.0548,1.43228610281054,1.48708610281054
"ARCA","ARCA8","C","AUCH","herb",3,2,0,"AUCH",0.0548,2.354,0.1096,0,0.1096
"ARCA","ARCA14","C","COLE","herb",4,2,2,"COLE",0.041,2.64,0.082,3.1860473766526,3.2680473766526
"ARCA","ARCA5","C","COLE","herb",3,1,2,"COLE",0.041,2.64,0.041,3.1860473766526,3.2270473766526
"ARCA","ARCA10","C","COLE","herb",6,4,2,"COLE",0.041,2.64,0.164,3.1860473766526,3.3500473766526
"ARCA","ARCA8","C","COLE","herb",2,1,1,"COLE",0.041,2.64,0.041,1.5930236883263,1.6340236883263
"ARCA","ARCA1","C","DERM","omni",1,1,0,"DERM",0.0015,3.497,0.0015,0,0.0015
"ARCA","ARCA1","C","DIPT","herb",5,5,0,"DIPT",0.0312,2.392,0.156,0,0.156
"ARCA","ARCA8","C","DIPT","herb",2,2,0,"DIPT",0.0312,2.392,0.0624,0,0.0624
"ARCA","ARCA1","C","HETE","pred",2,1,1,"HETE",0.0341,2.688,0.0341,1.41609254248404,1.45019254248404
"ARCA","ARCA10","C","HETE","pred",2,2,0,"HETE",0.0341,2.688,0.0682,0,0.0682
"ARCA","ARCA14","C","HETE","pred",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ARCA","ARCA5","C","HETE","pred",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ARCA","ARCA14","C","HYME","pred",13,3,10,"HYME",0.1636,1.9,0.4908,22.7875315448393,23.2783315448393
"ARCA","ARCA5","C","HYME","pred",11,1,10,"HYME",0.1636,1.9,0.1636,22.7875315448393,22.9511315448393
"ARCA","ARCA1","C","HYME","pred",1,0,1,"HYME",0.1636,1.9,0,2.27875315448393,2.27875315448393
"ARCA","ARCA10","C","HYME","pred",2,0,2,"HYME",0.1636,1.9,0,4.55750630896787,4.55750630896787
"ARCA","ARCA8","C","HYME","pred",5,3,2,"HYME",0.1636,1.9,0.4908,4.55750630896787,5.04830630896787
"ARCA","ARCA8","C","ISOP","herb",1,1,0,"ISOP",0.0101,2.844,0.0101,0,0.0101
"ARCA","ARCA8","C","LEPI","herb",1,0,1,"LEPI",0.011,2.571,0,0.38840867649477,0.38840867649477
"ARCA","ARCA8","C","MIRID","omni",4,0,4,"HETE",0.0341,2.688,0,5.66437016993615,5.66437016993615
"ARCA","ARCA8","C","ORTH","herb",2,0,2,"ORTH",0.0255,2.637,0,1.97334206296005,1.97334206296005
"ARCA","ARCA10","C","PSOC","herb",4,4,0,"PSOC",0.0425,1.637,0.17,0,0.17
"ARCA","ARCA8","C","PSOC","herb",7,5,2,"PSOC",0.0425,1.637,0.2125,0.822225859566686,1.03472585956669
"ARCA","ARCA1","C","STER","herb",1,1,0,"STER",0.0598,1.724,0.0598,0,0.0598
"ARCA","ARCA10","C","STER","herb",22,18,4,"STER",0.0598,1.724,1.0764,2.61043329682513,3.68683329682513
"ARCA","ARCA14","C","STER","herb",3,3,0,"STER",0.0598,1.724,0.1794,0,0.1794
"ARCA","ARCA5","C","STER","herb",1,1,0,"STER",0.0598,1.724,0.0598,0,0.0598
"ARCA","ARCA11","T","ARAN","pred",4,0,4,"ARAN",0.1044,2.296,0,10.0714089317053,10.0714089317053
"ARCA","ARCA4","T","ARAN","pred",3,1,2,"ARAN",0.1044,2.296,0.1044,5.03570446585264,5.14010446585264
"ARCA","ARCA6","T","ARAN","pred",3,0,3,"ARAN",0.1044,2.296,0,7.55355669877896,7.55355669877896
"ARCA","ARCA7","T","ARAN","pred",1,0,1,"ARAN",0.1044,2.296,0,2.51785223292632,2.51785223292632
"ARCA","ARCA9","T","ARAN","pred",2,2,0,"ARAN",0.1044,2.296,0.2088,0,0.2088
"ARCA","ARCA3","T","ARCH","herb",3,3,0,"THYS",0.0071,2.537,0.0213,0,0.0213
"ARCA","ARCA11","T","AUCH","herb",18,14,4,"AUCH",0.0548,2.354,0.7672,5.72914441124215,6.49634441124214
"ARCA","ARCA2","T","AUCH","herb",5,5,0,"AUCH",0.0548,2.354,0.274,0,0.274
"ARCA","ARCA3","T","AUCH","herb",19,13,6,"AUCH",0.0548,2.354,0.7124,8.59371661686322,9.30611661686322
"ARCA","ARCA4","T","AUCH","herb",8,8,0,"AUCH",0.0548,2.354,0.4384,0,0.4384
"ARCA","ARCA6","T","AUCH","herb",17,13,4,"AUCH",0.0548,2.354,0.7124,5.72914441124215,6.44154441124214
"ARCA","ARCA7","T","AUCH","herb",13,10,3,"AUCH",0.0548,2.354,0.548,4.29685830843161,4.84485830843161
"ARCA","ARCA9","T","AUCH","herb",8,8,0,"AUCH",0.0548,2.354,0.4384,0,0.4384
"ARCA","ARCA11","T","COLE","herb",3,0,3,"COLE",0.041,2.64,0,4.7790710649789,4.7790710649789
"ARCA","ARCA2","T","COLE","herb",8,0,8,"COLE",0.041,2.64,0,12.7441895066104,12.7441895066104
"ARCA","ARCA4","T","COLE","herb",4,0,4,"COLE",0.041,2.64,0,6.37209475330521,6.37209475330521
"ARCA","ARCA6","T","COLE","herb",7,1,6,"COLE",0.041,2.64,0.041,9.55814212995781,9.59914212995781
"ARCA","ARCA7","T","COLE","herb",1,0,1,"COLE",0.041,2.64,0,1.5930236883263,1.5930236883263
"ARCA","ARCA9","T","COLE","herb",4,0,4,"COLE",0.041,2.64,0,6.37209475330521,6.37209475330521
"ARCA","ARCA4","T","DIPT","herb",1,1,0,"DIPT",0.0312,2.392,0.0312,0,0.0312
"ARCA","ARCA3","T","HETE","pred",3,3,0,"HETE",0.0341,2.688,0.1023,0,0.1023
"ARCA","ARCA7","T","HYME","pred",2,1,1,"HYME",0.1636,1.9,0.1636,2.27875315448393,2.44235315448393
"ARCA","ARCA3","T","HYME","pred",1,1,0,"HYME",0.1636,1.9,0.1636,0,0.1636
"ARCA","ARCA2","T","LEPI","herb",2,0,2,"LEPI",0.011,2.571,0,0.776817352989539,0.776817352989539
"ARCA","ARCA6","T","LEPI","herb",1,1,0,"LEPI",0.011,2.571,0.011,0,0.011
"ARCA","ARCA4","T","MIRID","omni",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ARCA","ARCA6","T","NEUR","pred",1,1,0,"NEUR",0.0814,1.53,0.0814,0,0.0814
"ARCA","ARCA11","T","NEUR","pred",1,0,1,"NEUR",0.0814,1.53,0,0.678853703459738,0.678853703459738
"ARCA","ARCA7","T","NEUR","pred",3,1,2,"NEUR",0.0814,1.53,0.0814,1.35770740691948,1.43910740691948
"ARCA","ARCA9","T","NEUR","pred",2,2,0,"NEUR",0.0814,1.53,0.1628,0,0.1628
"ARCA","ARCA6","T","ORTH","herb",1,0,1,"ORTH",0.0255,2.637,0,0.986671031480023,0.986671031480023
"ARCA","ARCA3","T","PSOC","herb",2,2,0,"PSOC",0.0425,1.637,0.085,0,0.085
"ARCA","ARCA4","T","PSOC","herb",3,3,0,"PSOC",0.0425,1.637,0.1275,0,0.1275
"ARCA","ARCA6","T","PSOC","herb",3,3,0,"PSOC",0.0425,1.637,0.1275,0,0.1275
"ARCA","ARCA9","T","PSOC","herb",3,1,2,"PSOC",0.0425,1.637,0.0425,0.822225859566686,0.864725859566686
"ARCA","ARCA11","T","STER","herb",17,12,5,"STER",0.0598,1.724,0.7176,3.26304162103142,3.98064162103142
"ARCA","ARCA9","T","STER","herb",2,2,0,"STER",0.0598,1.724,0.1196,0,0.1196
"ARCA","ARCA3","T","STER","herb",17,15,0,"STER",0.0598,1.724,0.897,0,0.897
"ARCA","ARCA6","T","STER","herb",1,1,0,"STER",0.0598,1.724,0.0598,0,0.0598
"ARDO","ARDO10","C","ARAN","pred",1,0,1,"ARAN",0.1044,2.296,0,2.51785223292632,2.51785223292632
"ARDO","ARDO11","C","ARAN","pred",2,1,1,"ARAN",0.1044,2.296,0.1044,2.51785223292632,2.62225223292632
"ARDO","ARDO8","C","ARAN","pred",1,1,0,"ARAN",0.1044,2.296,0.1044,0,0.1044
"ARDO","ARDO9","C","ARAN","pred",2,1,0,"ARAN",0.1044,2.296,0.1044,0,0.1044
"ARDO","ARDO10","C","AUCH","herb",17,12,5,"AUCH",0.0548,2.354,0.6576,7.16143051405268,7.81903051405268
"ARDO","ARDO11","C","AUCH","herb",11,11,0,"AUCH",0.0548,2.354,0.6028,0,0.6028
"ARDO","ARDO13","C","AUCH","herb",4,4,0,"AUCH",0.0548,2.354,0.2192,0,0.2192
"ARDO","ARDO8","C","AUCH","herb",18,10,8,"AUCH",0.0548,2.354,0.548,11.4582888224843,12.0062888224843
"ARDO","ARDO9","C","AUCH","herb",7,7,0,"AUCH",0.0548,2.354,0.3836,0,0.3836
"ARDO","ARDO10","C","COLE","herb",1,0,1,"COLE",0.041,2.64,0,1.5930236883263,1.5930236883263
"ARDO","ARDO11","C","COLE","herb",5,4,1,"COLE",0.041,2.64,0.164,1.5930236883263,1.7570236883263
"ARDO","ARDO13","C","COLE","herb",8,6,2,"COLE",0.041,2.64,0.246,3.1860473766526,3.4320473766526
"ARDO","ARDO8","C","COLE","herb",6,4,2,"COLE",0.041,2.64,0.164,3.1860473766526,3.3500473766526
"ARDO","ARDO11","C","DIPT","herb",1,1,0,"DIPT",0.0312,2.392,0.0312,0,0.0312
"ARDO","ARDO9","C","DIPT","herb",4,4,0,"DIPT",0.0312,2.392,0.1248,0,0.1248
"ARDO","ARDO10","C","HETE","pred",2,2,0,"HETE",0.0341,2.688,0.0682,0,0.0682
"ARDO","ARDO13","C","HETE","pred",5,2,3,"HETE",0.0341,2.688,0.0682,4.24827762745211,4.31647762745211
"ARDO","ARDO8","C","HETE","pred",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ARDO","ARDO10","C","HYME","pred",3,2,1,"HYME",0.1636,1.9,0.3272,2.27875315448393,2.60595315448393
"ARDO","ARDO11","C","HYME","pred",2,1,1,"HYME",0.1636,1.9,0.1636,2.27875315448393,2.44235315448393
"ARDO","ARDO13","C","HYME","pred",3,3,0,"HYME",0.1636,1.9,0.4908,0,0.4908
"ARDO","ARDO9","C","HYME","pred",3,0,3,"HYME",0.1636,1.9,0,6.8362594634518,6.8362594634518
"ARDO","ARDO11","C","ISOP","herb",3,0,3,"ISOP",0.0101,2.844,0,1.56207270520174,1.56207270520174
"ARDO","ARDO11","C","LEPI","herb",1,1,0,"LEPI",0.011,2.571,0.011,0,0.011
"ARDO","ARDO13","C","LEPI","herb",1,1,0,"LEPI",0.011,2.571,0.011,0,0.011
"ARDO","ARDO10","C","MIRID","omni",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ARDO","ARDO10","C","ORTH","herb",1,0,1,"ORTH",0.0255,2.637,0,0.986671031480023,0.986671031480023
"ARDO","ARDO9","C","PSOC","herb",3,1,2,"PSOC",0.0425,1.637,0.0425,0.822225859566686,0.864725859566686
"ARDO","ARDO9","C","STER","herb",9,9,0,"STER",0.0598,1.724,0.5382,0,0.5382
"ARDO","ARDO9","C","THYS","herb",1,0,1,"THYS",0.0071,2.537,0,0.239157798349984,0.239157798349984
"ARDO","ARDO7","T","ACAR","pred",1,1,0,"ACAR",0.053,2.494,0.053,0,0.053
"ARDO","ARDO1","T","ARAN","pred",3,2,1,"ARAN",0.1044,2.296,0.2088,2.51785223292632,2.72665223292632
"ARDO","ARDO3","T","ARAN","pred",4,3,1,"ARAN",0.1044,2.296,0.3132,2.51785223292632,2.83105223292632
"ARDO","ARDO4","T","ARAN","pred",3,1,2,"ARAN",0.1044,2.296,0.1044,5.03570446585264,5.14010446585264
"ARDO","ARDO6","T","ARAN","pred",2,1,1,"ARAN",0.1044,2.296,0.1044,2.51785223292632,2.62225223292632
"ARDO","ARDO7","T","ARAN","pred",3,1,2,"ARAN",0.1044,2.296,0.1044,5.03570446585264,5.14010446585264
"ARDO","ARDO5","T","ARCH","herb",1,0,1,"THYS",0.0071,2.537,0,0.239157798349984,0.239157798349984
"ARDO","ARDO1","T","AUCH","herb",11,10,1,"AUCH",0.0548,2.354,0.548,1.43228610281054,1.98028610281054
"ARDO","ARDO12","T","AUCH","herb",30,26,4,"AUCH",0.0548,2.354,1.4248,5.72914441124215,7.15394441124215
"ARDO","ARDO3","T","AUCH","herb",13,11,2,"AUCH",0.0548,2.354,0.6028,2.86457220562107,3.46737220562107
"ARDO","ARDO4","T","AUCH","herb",12,7,5,"AUCH",0.0548,2.354,0.3836,7.16143051405268,7.54503051405268
"ARDO","ARDO6","T","AUCH","herb",4,4,0,"AUCH",0.0548,2.354,0.2192,0,0.2192
"ARDO","ARDO7","T","AUCH","herb",6,5,1,"AUCH",0.0548,2.354,0.274,1.43228610281054,1.70628610281054
"ARDO","ARDO12","T","COCC","pred",8,3,5,"COLE",0.041,2.64,0.123,7.96511844163151,8.08811844163151
"ARDO","ARDO5","T","COCC","pred",4,0,4,"COLE",0.041,2.64,0,6.37209475330521,6.37209475330521
"ARDO","ARDO1","T","COLE","herb",9,2,7,"COLE",0.041,2.64,0.082,11.1511658182841,11.2331658182841
"ARDO","ARDO3","T","COLE","herb",10,7,3,"COLE",0.041,2.64,0.287,4.7790710649789,5.0660710649789
"ARDO","ARDO6","T","COLE","herb",1,0,1,"COLE",0.041,2.64,0,1.5930236883263,1.5930236883263
"ARDO","ARDO4","T","COLE","herb",11,9,2,"COLE",0.041,2.64,0.369,3.1860473766526,3.5550473766526
"ARDO","ARDO1","T","DIPT","herb",4,3,1,"DIPT",0.0312,2.392,0.0936,0.859571669637562,0.953171669637562
"ARDO","ARDO3","T","DIPT","herb",6,4,2,"DIPT",0.0312,2.392,0.1248,1.71914333927512,1.84394333927512
"ARDO","ARDO7","T","DIPT","herb",1,1,0,"DIPT",0.0312,2.392,0.0312,0,0.0312
"ARDO","ARDO4","T","DIPT","herb",1,1,0,"DIPT",0.0312,2.392,0.0312,0,0.0312
"ARDO","ARDO5","T","DIPT","herb",1,1,0,"DIPT",0.0312,2.392,0.0312,0,0.0312
"ARDO","ARDO12","T","HETE","pred",4,4,0,"HETE",0.0341,2.688,0.1364,0,0.1364
"ARDO","ARDO7","T","HETE","pred",2,1,1,"HETE",0.0341,2.688,0.0341,1.41609254248404,1.45019254248404
"ARDO","ARDO1","T","HYME","pred",2,1,1,"HYME",0.1636,1.9,0.1636,2.27875315448393,2.44235315448393
"ARDO","ARDO3","T","HYME","pred",1,1,0,"HYME",0.1636,1.9,0.1636,0,0.1636
"ARDO","ARDO6","T","HYME","pred",4,2,2,"HYME",0.1636,1.9,0.3272,4.55750630896787,4.88470630896787
"ARDO","ARDO7","T","HYME","pred",1,0,1,"HYME",0.1636,1.9,0,2.27875315448393,2.27875315448393
"ARDO","ARDO1","T","LEPI","herb",1,1,0,"LEPI",0.011,2.571,0.011,0,0.011
"ARDO","ARDO3","T","LEPI","herb",2,1,1,"LEPI",0.011,2.571,0.011,0.38840867649477,0.39940867649477
"ARDO","ARDO4","T","LEPI","herb",1,1,0,"LEPI",0.011,2.571,0.011,0,0.011
"ARDO","ARDO4","T","MIRID","omni",1,1,0,"HETE",0.0341,2.688,0.0341,0,0.0341
"ARDO","ARDO1","T","PSOC","herb",1,1,0,"PSOC",0.0425,1.637,0.0425,0,0.0425
"ARDO","ARDO1","T","STER","herb",21,21,0,"STER",0.0598,1.724,1.2558,0,1.2558
"ARDO","ARDO3","T","STER","herb",11,11,0,"STER",0.0598,1.724,0.6578,0,0.6578
"ARDO","ARDO4","T","STER","herb",20,14,6,"STER",0.0598,1.724,0.8372,3.9156499452377,4.7528499452377
"ARDO","ARDO5","T","STER","herb",13,10,0,"STER",0.0598,1.724,0.598,0,0.598
"ARDO","ARDO6","T","STER","herb",9,7,2,"STER",0.0598,1.724,0.4186,1.30521664841257,1.72381664841257
"ARDO","ARDO7","T","STER","herb",2,2,0,"STER",0.0598,1.724,0.1196,0,0.1196
"ARDO","ARDO7","T","THYS","herb",1,0,1,"THYS",0.0071,2.537,0,0.239157798349984,0.239157798349984
"ENCA","ENCA5","C","ARAN","pred",4,3,1,"ARAN",0.1044,2.296,0.3132,2.51785223292632,2.83105223292632
"ENCA","ENCA2","C","ARAN","pred",4,2,2,"ARAN",0.1044,2.296,0.2088,5.03570446585264,5.24450446585264
"ENCA","ENCA2","C","AUCH","herb",1,1,0,"AUCH",0.0548,2.354,0.0548,0,0.0548
"ENCA","ENCA5","C","AUCH","herb",6,6,0,"AUCH",0.0548,2.354,0.3288,0,0.3288
"ENCA","ENCA7","C","AUCH","herb",2,1,1,"AUCH",0.0548,2.354,0.0548,1.43228610281054,1.48708610281054
"ENCA","ENCA7","C","COCC","pred",1,0,1,"COLE",0.041,2.64,0,1.5930236883263,1.5930236883263
"ENCA","ENCA10","C","COLE","herb",4,4,0,"COLE",0.041,2.64,0.164,0,0.164
"ENCA","ENCA11","C","COLE","herb",16,16,0,"COLE",0.041,2.64,0.656,0,0.656
"ENCA","ENCA5","C","COLE","herb",10,3,7,"COLE",0.041,2.64,0.123,11.1511658182841,11.2741658182841
"ENCA","ENCA7","C","COLE","herb",15,11,4,"COLE",0.041,2.64,0.451,6.37209475330521,6.82309475330521
"ENCA","ENCA2","C","HETE","pred",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ENCA","ENCA11","C","HYME","pred",1,1,0,"HYME",0.1636,1.9,0.1636,0,0.1636
"ENCA","ENCA5","C","HYME","pred",3,3,0,"HYME",0.1636,1.9,0.4908,0,0.4908
"ENCA","ENCA7","C","HYME","pred",2,2,0,"HYME",0.1636,1.9,0.3272,0,0.3272
"ENCA","ENCA2","C","HYME","pred",1,0,1,"HYME",0.1636,1.9,0,2.27875315448393,2.27875315448393
"ENCA","ENCA7","C","LEPI","herb",1,0,1,"LEPI",0.011,2.571,0,0.38840867649477,0.38840867649477
"ENCA","ENCA10","C","MIRID","omni",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ENCA","ENCA5","C","MIRID","omni",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ENCA","ENCA10","C","PSOC","herb",1,1,0,"PSOC",0.0425,1.637,0.0425,0,0.0425
"ENCA","ENCA5","C","STER","herb",1,1,0,"STER",0.0598,1.724,0.0598,0,0.0598
"ENCA","ENCA4","T","ACAR","pred",2,2,0,"ACAR",0.053,2.494,0.106,0,0.106
"ENCA","ENCA12","T","ARAN","pred",1,0,1,"ARAN",0.1044,2.296,0,2.51785223292632,2.51785223292632
"ENCA","ENCA6","T","ARAN","pred",1,0,1,"ARAN",0.1044,2.296,0,2.51785223292632,2.51785223292632
"ENCA","ENCA8","T","ARAN","pred",3,0,3,"ARAN",0.1044,2.296,0,7.55355669877896,7.55355669877896
"ENCA","ENCA9","T","ARAN","pred",2,1,1,"ARAN",0.1044,2.296,0.1044,2.51785223292632,2.62225223292632
"ENCA","ENCA6","T","ARCH","herb",1,0,1,"THYS",0.0071,2.537,0,0.239157798349984,0.239157798349984
"ENCA","ENCA1","T","AUCH","herb",2,2,0,"AUCH",0.0548,2.354,0.1096,0,0.1096
"ENCA","ENCA14","T","AUCH","herb",3,3,0,"AUCH",0.0548,2.354,0.1644,0,0.1644
"ENCA","ENCA3","T","AUCH","herb",4,4,0,"AUCH",0.0548,2.354,0.2192,0,0.2192
"ENCA","ENCA4","T","AUCH","herb",19,13,6,"AUCH",0.0548,2.354,0.7124,8.59371661686322,9.30611661686322
"ENCA","ENCA6","T","AUCH","herb",8,8,0,"AUCH",0.0548,2.354,0.4384,0,0.4384
"ENCA","ENCA8","T","AUCH","herb",5,2,3,"AUCH",0.0548,2.354,0.1096,4.29685830843161,4.40645830843161
"ENCA","ENCA9","T","AUCH","herb",7,4,3,"AUCH",0.0548,2.354,0.2192,4.29685830843161,4.51605830843161
"ENCA","ENCA1","T","COCC","pred",1,0,1,"COLE",0.041,2.64,0,1.5930236883263,1.5930236883263
"ENCA","ENCA3","T","COCC","pred",3,0,3,"COLE",0.041,2.64,0,4.7790710649789,4.7790710649789
"ENCA","ENCA9","T","COCC","pred",6,2,4,"COLE",0.041,2.64,0.082,6.37209475330521,6.45409475330521
"ENCA","ENCA3","T","COLE","herb",9,5,4,"COLE",0.041,2.64,0.205,6.37209475330521,6.57709475330521
"ENCA","ENCA4","T","COLE","herb",13,6,7,"COLE",0.041,2.64,0.246,11.1511658182841,11.3971658182841
"ENCA","ENCA6","T","COLE","herb",2,2,0,"COLE",0.041,2.64,0.082,0,0.082
"ENCA","ENCA8","T","COLE","herb",12,2,10,"COLE",0.041,2.64,0.082,15.930236883263,16.012236883263
"ENCA","ENCA9","T","COLE","herb",9,2,7,"COLE",0.041,2.64,0.082,11.1511658182841,11.2331658182841
"ENCA","ENCA1","T","DIPT","herb",1,1,0,"DIPT",0.0312,2.392,0.0312,0,0.0312
"ENCA","ENCA4","T","DIPT","herb",4,4,0,"DIPT",0.0312,2.392,0.1248,0,0.1248
"ENCA","ENCA3","T","HETE","pred",1,1,0,"HETE",0.0341,2.688,0.0341,0,0.0341
"ENCA","ENCA8","T","HETE","pred",7,3,4,"HETE",0.0341,2.688,0.1023,5.66437016993615,5.76667016993615
"ENCA","ENCA1","T","HYME","pred",4,3,1,"HYME",0.1636,1.9,0.4908,2.27875315448393,2.76955315448393
"ENCA","ENCA3","T","HYME","pred",1,0,1,"HYME",0.1636,1.9,0,2.27875315448393,2.27875315448393
"ENCA","ENCA4","T","HYME","pred",1,0,1,"HYME",0.1636,1.9,0,2.27875315448393,2.27875315448393
"ENCA","ENCA6","T","HYME","pred",2,1,1,"HYME",0.1636,1.9,0.1636,2.27875315448393,2.44235315448393
"ENCA","ENCA8","T","HYME","pred",4,2,2,"HYME",0.1636,1.9,0.3272,4.55750630896787,4.88470630896787
"ENCA","ENCA9","T","HYME","pred",4,3,1,"HYME",0.1636,1.9,0.4908,2.27875315448393,2.76955315448393
"ENCA","ENCA12","T","HYME","pred",2,1,1,"HYME",0.1636,1.9,0.1636,2.27875315448393,2.44235315448393
"ENCA","ENCA12","T","LEPI","herb",1,0,1,"LEPI",0.011,2.571,0,0.38840867649477,0.38840867649477
"ENCA","ENCA1","T","MIRID","omni",1,0,1,"HETE",0.0341,2.688,0,1.41609254248404,1.41609254248404
"ENCA","ENCA3","T","MIRID","omni",4,2,2,"HETE",0.0341,2.688,0.0682,2.83218508496807,2.90038508496807
"ENCA","ENCA6","T","MIRID","omni",2,2,0,"HETE",0.0341,2.688,0.0682,0,0.0682
"ENCA","ENCA8","T","MIRID","omni",2,1,1,"HETE",0.0341,2.688,0.0341,1.41609254248404,1.45019254248404
