"species","Sample","treat","metric","herb","omni","pred","total","pred_herb","sample_g","plant_g","vaccum","vac_sec","vac_min","flower","diameter","height","complexity","herb_mg"
"ERPA","ERPA3","T","mg",9.47738822462482,0,5.28255611803936,14.7599443426642,0.55738521972898,9.576,542.24,"2:28",148,2.46666666666667,"Y",1,0.85,25,0.0174782167022441
"ERPA","ERPA4","C","abun",17,0,3,20,0.176470588235294,23.779,847.25,"3:29",209,3.48333333333333,"N",1.3,0.8,30,0.0200649159043966
"ERPA","ERPA4","C","mg",12.5314316654703,0,2.76488517400045,15.2963168394707,0.220636017321066,23.779,847.25,"3:29",209,3.48333333333333,"N",1.3,0.8,30,0.0147907130899619
"ERPA","ERPA5","T","abun",29,0,9,38,0.310344827586207,36.256,813.36,"2:30",150,2.5,"Y",1.18,0.72,31,0.0356545687026655
"ERPA","ERPA5","T","mg",6.65625075363885,0,11.7771634462906,18.4334141999295,1.76933890897248,36.256,813.36,"2:30",150,2.5,"Y",1.18,0.72,31,0.00818364654475122
"ERPA","ERPA6","C","abun",12,0,0,12,0,NA,305.01,"1:20",80,1.33333333333333,"N",1,0.96,22,0.0393429723615619
"ERPA","ERPA6","C","mg",2.36813860970498,0,0,2.36813860970498,0,NA,305.01,"1:20",80,1.33333333333333,"N",1,0.96,22,0.00776413432249755
"ERPA","ERPA7","T","abun",9,10,7,26,0.368421052631579,13.662,1152.26,"4:25",265,4.41666666666667,"Y",1.47,0.91,20,0.0164893340044782
"ERPA","ERPA7","T","mg",3.02490105004261,2.19747026598099,16.7791324638367,22.0015037798603,3.21293363655585,13.662,1152.26,"4:25",265,4.41666666666667,"Y",1.47,0.91,20,0.00453228552238522
"ERPA","ERPA8","C","abun",20,4,5,29,0.208333333333333,9.854,982.81,"2:12",132,2.2,"Y",1.63,0.99,90,0.0244197759485557
"ERPA","ERPA8","C","mg",10.7634535103761,2.10769039142344,7.60668648354359,20.4778303853431,0.590987603089427,9.854,982.81,"2:12",132,2.2,"Y",1.63,0.99,90,0.0130962687618151
"ISME","ISME1","T","abun",12,0,3,15,0.25,6.356,876.96,"3:44",224,3.73333333333333,"N",0.64,0.93,17,0.0136836343732895
"ISME","ISME1","T","mg",13.9812460964778,0,2.07823742177647,16.0594835182542,0.148644649227656,6.356,876.96,"3:44",224,3.73333333333333,"N",0.64,0.93,17,0.0159428549722653
"ISME","ISME10","C","abun",15,6,0,21,0,4.765,779.52,"2:30",150,2.5,"N",0.48,0.93,19,0.0269396551724138
"ISME","ISME10","C","mg",10.3520325649134,3.62519454525017,0,13.9772271101636,0,4.765,779.52,"2:30",150,2.5,"N",0.48,0.93,19,0.0179305561244914
"ISME","ISME11","C","abun",31,0,2,33,0.0645161290322581,6.096,974.4,"3:20",200,3.33333333333333,"N",0.54,1.04,10,0.0318144499178982
"ISME","ISME11","C","mg",25.245622234973,0,1.44567593773091,26.6912981727039,0.0572644209073286,6.096,974.4,"3:20",200,3.33333333333333,"N",0.54,1.04,10,0.0259088898142169
"ISME","ISME12","C","abun",30,2,3,35,0.09375,13.111,1364.16,"3:00",180,3,"N",0.99,1.18,24,0.0234576589256392
"ISME","ISME12","C","mg",18.6614288069491,0.620076091662369,1.12594227330124,20.4074471719127,0.0583949374917475,13.111,1364.16,"3:00",180,3,"N",0.99,1.18,24,0.0141343426713959
"ISME","ISME13","C","abun",25,0,0,25,0,7.2,779.52,"2:55",175,2.91666666666667,"Y",0.59,1.19,11,0.0320710180623974
"ISME","ISME13","C","mg",23.2363388359087,0,0,23.2363388359087,0,7.2,779.52,"2:55",175,2.91666666666667,"Y",0.59,1.19,11,0.0298085217004165
"ISME","ISME2","T","abun",11,2,5,18,0.384615384615385,NA,779.52,"3:40",220,3.66666666666667,"N",0.84,0.84,17,0.0166769293924466
"ISME","ISME2","T","mg",5.77862634119189,0.0868525518476211,6.88232956443167,12.7478084574712,1.17336191808632,NA,779.52,"3:40",220,3.66666666666667,"N",0.84,0.84,17,0.00752447518093123
"ISME","ISME3","T","abun",8,0,2,10,0.25,4.863,876.96,"2:08",128,2.13333333333333,"N",0.49,0.61,14,0.00912242291552636
"ISME","ISME3","T","mg",18.9326172367419,0,5.74356407319827,24.6761813099402,0.303368731400323,4.863,876.96,"2:08",128,2.13333333333333,"N",0.49,0.61,14,0.021588917666418
"ISME","ISME4","T","abun",16,0,3,19,0.1875,10.228,1071.84,"3:19",199,3.31666666666667,"N",0.58,1.04,15,0.0149276011344977
"ISME","ISME4","T","mg",10.5191772472827,0,4.08338723309986,14.6025644803826,0.388185039296174,10.228,1071.84,"3:19",199,3.31666666666667,"N",0.58,1.04,15,0.00981413013815748
"ISME","ISME5","T","abun",13,0,3,16,0.230769230769231,5.367,876.96,"3:37",217,3.61666666666667,"N",0.71,1.11,14,0.0148239372377303
"ISME","ISME5","T","mg",8.77165330424141,0,8.01518746538521,16.7868407696266,0.913760175805121,5.367,876.96,"3:37",217,3.61666666666667,"N",0.71,1.11,14,0.0100023413887081
"ISME","ISME6","T","abun",32,0,0,32,0,8.878,584.64,"3:18",198,3.3,"N",0.66,0.91,14,0.0547345374931582
"ISME","ISME6","T","mg",14.0950079082096,0,0,14.0950079082096,0,8.878,584.64,"3:18",198,3.3,"N",0.66,0.91,14,0.0241088668380707
"ISME","ISME7","T","abun",13,0,2,15,0.153846153846154,9.677,1169.28,"4:29",269,4.48333333333333,"N",0.64,0.82,21,0.0111179529282978
"ISME","ISME7","T","mg",10.1780515182692,0,2.09885270728142,12.2769042255506,0.206213606161658,9.677,1169.28,"4:29",269,4.48333333333333,"N",0.64,0.82,21,0.00870454597553124
"ISME","ISME8","T","abun",17,6,5,28,0.217391304347826,7.682,682.08,"4:10",250,4.16666666666667,"N",0.77,0.8,11,0.0337203847056064
"ISME","ISME8","T","mg",9.19417299642784,3.82284113258086,3.52037458503107,16.5373887140398,0.270444093410473,7.682,682.08,"4:10",250,4.16666666666667,"N",0.77,0.8,11,0.0190842923542821
"ISME","ISME9","C","abun",19,4,2,25,0.0869565217391304,12.921,1071.84,"3:05",185,3.08333333333333,"N",0.6,0.83,25,0.0214584266308404
"ISME","ISME9","C","mg",7.94359863913058,1.49333924890792,1.02540484320586,10.4623427312444,0.108658640691657,12.921,1071.84,"3:05",185,3.08333333333333,"N",0.6,0.83,25,0.00880442779522923
"LUAL","LUAL1","T","abun",25,6,4,35,0.129032258064516,NA,252.76,"3:51",231,3.85,"N",0.51,1.21,4,0.122645988289286
"LUAL","LUAL1","T","mg",11.0301162751928,5.25644444990844,2.81417535706338,19.1007360821647,0.172791260510029,NA,252.76,"3:51",231,3.85,"N",0.51,1.21,4,0.0644348818052749
"LUAL","LUAL10","T","abun",7,0,2,9,0.285714285714286,15.044,505.52,"3:03",183,3.05,"N",0.84,0.6,7,0.0138471277100807
"LUAL","LUAL10","T","mg",10.3733213805458,0,0.317853690889069,10.6911750714348,0.0306414579505051,15.044,505.52,"3:03",183,3.05,"N",0.84,0.6,7,0.0205201008477326
"LUAL","LUAL11","T","abun",30,4,7,41,0.205882352941176,13.517,505.52,"3:09",189,3.15,"N",0.98,0.53,5,0.0672574774489634
"LUAL","LUAL11","T","mg",29.717365004501,0.878988106392396,12.0901012589089,42.6864543698022,0.395148441877681,13.517,505.52,"3:09",189,3.15,"N",0.98,0.53,5,0.0605245155698951
"LUAL","LUAL12","T","abun",41,3,7,51,0.159090909090909,5.041,758.28,"2:31",151,2.51666666666667,"N",0.81,0.7,11,0.0580260589755763
"LUAL","LUAL12","T","mg",22.812567604651,0.659241079794297,9.09269875161979,32.5645074360651,0.387388073661553,5.041,758.28,"2:31",151,2.51666666666667,"N",0.81,0.7,11,0.0309540126133425
"LUAL","LUAL13","T","abun",35,0,1,36,0.0285714285714286,5.249,631.9,"2:18",138,2.3,"N",0.8,0.71,10,0.0553885108403228
"LUAL","LUAL13","T","mg",22.8355324629924,0,0.145695946678408,22.9812284096708,0.00638022988579421,5.249,631.9,"2:18",138,2.3,"N",0.8,0.71,10,0.0361378896391714
"LUAL","LUAL2","C","abun",17,5,3,25,0.136363636363636,1.458,379.14,"2:11",131,2.18333333333333,"N",0.83,0.72,12,0.0580260589755763
"LUAL","LUAL2","C","mg",6.92148155197702,0.794752691136987,8.21948308511211,15.9357173282261,1.0652194874005,1.458,379.14,"2:11",131,2.18333333333333,"N",0.83,0.72,12,0.0203519392391043
"LUAL","LUAL3","C","abun",10,3,2,15,0.153846153846154,3.564,379.14,"2:41",161,2.68333333333333,"N",0.64,0.59,5,0.0342881257582951
"LUAL","LUAL3","C","mg",3.82941521009673,1.917833218891,0.777556112491998,6.52480454147973,0.135291891780803,3.564,379.14,"2:41",161,2.68333333333333,"N",0.64,0.59,5,0.015158644376715
"LUAL","LUAL4","T","abun",13,1,2,16,0.142857142857143,10.151,505.52,"2:42",162,2.7,"N",0.84,0.56,7,0.0276942554201614
"LUAL","LUAL4","T","mg",1.44823752165644,0.0341,4.04687660251999,5.52921412417643,2.73006420157119,10.151,505.52,"2:42",162,2.7,"N",0.84,0.56,7,0.00293230242454588
"LUAL","LUAL5","C","abun",13,2,1,16,0.0666666666666667,9.867,315.95,"2:35",155,2.58333333333333,"N",0.58,0.6,5,0.0474758664345624
"LUAL","LUAL5","C","mg",2.50782344525991,0.253847026598099,0.43713937259468,3.19880984445269,0.158288027861839,9.867,315.95,"2:35",155,2.58333333333333,"N",0.58,0.6,5,0.0087408465638804
"LUAL","LUAL6","T","abun",14,5,4,23,0.210526315789474,13.333,379.14,"2:46",166,2.76666666666667,"N",0.6,0.64,3,0.0501134145698159
"LUAL","LUAL6","T","mg",10.2711585385472,2.28170702988315,5.52199133821738,18.0748569066477,0.439898866765915,13.333,379.14,"2:46",166,2.76666666666667,"N",0.6,0.64,3,0.0331087871721009
"LUAL","LUAL7","T","abun",27,2,10,39,0.344827586206897,NA,631.9,"3:31",211,3.51666666666667,"N",0.8,0.68,4,0.0458933375534104
"LUAL","LUAL7","T","mg",13.0777710124485,5.91290554130514,15.8916919816313,34.8823685353849,0.836815472932174,NA,631.9,"3:31",211,3.51666666666667,"N",0.8,0.68,4,0.0300532941189328
"LUAL","LUAL8","C","abun",9,0,0,9,0,13.862,568.71,"3:04",184,3.06666666666667,"N",0.85,0.78,9,0.0158252888115208
"LUAL","LUAL8","C","mg",8.0250920222177,0,0,8.0250920222177,0,13.862,568.71,"3:04",184,3.06666666666667,"N",0.85,0.78,9,0.0141110443322919
"LUAL","LUAL9","C","abun",27,0,1,28,0.037037037037037,13.353,821.47,"2:01",121,2.01666666666667,"N",0.91,0.77,5,0.0328679075316201
"LUAL","LUAL9","C","mg",10.368279831052,0,0.610576789661687,10.9788566207137,0.0588889188574048,13.353,821.47,"2:01",121,2.01666666666667,"N",0.91,0.77,5,0.0126216171388511
"SAAP","SAAP1","T","abun",29,2,6,37,0.193548387096774,NA,1433.7,"2:47",167,2.78333333333333,"Y",0.98,1.24,12,0.0216223756713399
"SAAP","SAAP1","T","mg",16.8573850104822,3.99589083306087,23.7962185416518,44.6494943851949,1.14112615783673,NA,1433.7,"2:47",167,2.78333333333333,"Y",0.98,1.24,12,0.0145450762666828
"SAAP","SAAP10","T","abun",63,6,4,73,0.0579710144927536,NA,1529.28,"2:45",165,2.75,"N",1.21,0.67,13,0.0451192718141871
"SAAP","SAAP10","T","mg",26.9834165042492,1.44297540601012,4.89060122493659,33.3169931351959,0.172044388903663,NA,1529.28,"2:45",165,2.75,"N",1.21,0.67,13,0.0185880884535594
"SAAP","SAAP11","T","abun",45,0,1,46,0.0222222222222222,NA,1146.96,"2:32",152,2.53333333333333,"N",1.02,0.72,10,0.0392341494036409
"SAAP","SAAP11","T","mg",49.4584004993668,0,0.353473362741615,49.8118738621084,0.00714688221156971,NA,1146.96,"2:32",152,2.53333333333333,"N",1.02,0.72,10,0.0431212949879393
"SAAP","SAAP12","C","abun",20,0,1,21,0.05,1.286,860.22,"2:20",140,2.33333333333333,"N",0.85,0.9,8,0.0232498663132687
"SAAP","SAAP12","C","mg",9.94390141292523,0,0.512702421602929,10.4566038345282,0.0515594835781971,1.286,860.22,"2:20",140,2.33333333333333,"N",0.85,0.9,8,0.0115597189241418
"SAAP","SAAP15","T","abun",21,5,12,38,0.461538461538462,16.134,764.64,"4:15",255,4.25,"N",1.13,0,8,0.0340029294831555
"SAAP","SAAP15","T","mg",13.8447515222055,3.47805254576908,23.1305363476556,40.4533404156301,1.33526513703506,16.134,764.64,"4:15",255,4.25,"N",1.13,0,8,0.0226548494297637
"SAAP","SAAP2","C","abun",33,2,3,38,0.0857142857142857,NA,764.64,"2:51",171,2.85,"Y",1.07,0.65,7,0.0457731743042478
"SAAP","SAAP2","C","mg",14.0574603744297,0.439494053196198,2.32608615249033,16.8230405801163,0.16045343620986,NA,764.64,"2:51",171,2.85,"Y",1.07,0.65,7,0.0189591891970417
"SAAP","SAAP3","T","abun",34,3,15,52,0.405405405405405,NA,1146.96,"2:18",138,2.3,"N",0.82,0.9,14,0.0322591895096603
"SAAP","SAAP3","T","mg",29.9842122211435,1.3411322612949,32.9889860982852,64.3143305807237,1.05310848590283,NA,1146.96,"2:18",138,2.3,"N",0.82,0.9,14,0.0273116276787669
"SAAP","SAAP4","C","abun",30,4,3,37,0.0882352941176471,NA,1624.86,"4:31",271,4.51666666666667,"Y",1.09,0.77,13,0.0209248796819418
"SAAP","SAAP4","C","mg",13.7884427168154,1.67392128737409,4.4692204122001,19.9315844163896,0.289038623782829,NA,1624.86,"4:31",271,4.51666666666667,"Y",1.09,0.77,13,0.00951612077606042
"SAAP","SAAP5","T","abun",10,9,0,19,0,NA,716.85,"2:39",159,2.65,"Y",1.01,1.42,17,0.0265048475971263
"SAAP","SAAP5","T","mg",5.76020342844762,1.97772323938289,0,7.73792666783051,0,NA,716.85,"2:39",159,2.65,"Y",1.01,1.42,17,0.0107943456341362
"SAAP","SAAP6","C","abun",25,3,3,31,0.107142857142857,7.58,1146.96,"2:34",154,2.56666666666667,"N",1.04,0.78,9,0.0244123596289321
"SAAP","SAAP6","C","mg",12.0805215213594,0.659241079794297,1.56368912055095,14.3034517217047,0.122740836662792,7.58,1146.96,"2:34",154,2.56666666666667,"N",1.04,0.78,9,0.0111074166502352
"SAAP","SAAP7","T","abun",23,4,6,33,0.222222222222222,NA,860.22,"2:40",160,2.66666666666667,"N",1.11,0.54,11,0.0313873195229127
"SAAP","SAAP7","T","mg",23.1886137594919,3.20578025600553,9.96081508508965,36.355209100587,0.377383738351454,NA,860.22,"2:40",160,2.66666666666667,"N",1.11,0.54,11,0.0306833066140027
"SAAP","SAAP8","C","abun",6,0,0,6,0,7.555,573.48,"3:13",193,3.21666666666667,"Y",0.91,0.78,8,0.0104624398409709
"SAAP","SAAP8","C","mg",3.03656557819662,0,0,3.03656557819662,0,7.555,573.48,"3:13",193,3.21666666666667,"Y",0.91,0.78,8,0.00529498078084087
"SAAP","SAAP9","T","abun",21,0,1,22,0.0476190476190476,3.5,955.8,"2:33",153,2.55,"N",0.83,0.92,6,0.0219711236660389
"SAAP","SAAP9","T","mg",22.2840802710502,0,1.31920923626954,23.6032895073197,0.0591996268288155,3.5,955.8,"2:33",153,2.55,"N",0.83,0.92,6,0.0233145849247229
"SAME","SAME1","T","abun",10,0,2,12,0.2,NA,376.5,"3:20",200,3.33333333333333,"N",0.8,0.82,5,0.0265604249667995
"SAME","SAME1","T","mg",10.5511009103097,0,2.37870023769775,12.9298011480074,0.225445691204932,NA,376.5,"3:20",200,3.33333333333333,"N",0.8,0.82,5,0.0280241724045409
"SAME","SAME10","T","abun",15,3,6,24,0.333333333333333,7.119,502,"3:41",221,3.68333333333333,"Y",1.31,0.9,4,0.0358565737051793
"SAME","SAME10","T","mg",1.7442992631501,0.659241079794297,8.01530548130009,10.4188458242445,3.33479132348623,7.119,502,"3:41",221,3.68333333333333,"Y",1.31,0.9,4,0.00478792897000876
"SAME","SAME11","C","abun",8,3,2,13,0.181818181818182,8.657,753,"4:03",243,4.05,"Y",1.64,1.88,8,0.0146082337317397
"SAME","SAME11","C","mg",5.27705219197804,0.659241079794297,1.44567593773091,7.38196920950325,0.24353175821101,8.657,753,"4:03",243,4.05,"Y",1.64,1.88,8,0.00788352360129129
"SAME","SAME12","T","abun",17,7,3,27,0.125,10.121,502,"4:29",269,4.48333333333333,"N",0.85,0.74,7,0.047808764940239
"SAME","SAME12","T","mg",7.93005442961252,1.03101412171576,3.5652538367521,12.5263223880804,0.397860346266812,10.121,502,"4:29",269,4.48333333333333,"N",0.85,0.74,7,0.0178507341659926
"SAME","SAME14","T","abun",14,0,5,19,0.357142857142857,NA,376.5,"3:01",181,3.01666666666667,"N",0.67,1.32,14,0.0371845949535193
"SAME","SAME14","T","mg",10.8698852720034,0,11.3463042843559,22.2161895563593,1.04382925858284,NA,376.5,"3:01",181,3.01666666666667,"N",0.67,1.32,14,0.0288708772164766
"SAME","SAME2","C","abun",8,2,0,10,0,13.579,627.5,"3:31",211,3.51666666666667,"N",1.19,1.14,6,0.0159362549800797
"SAME","SAME2","C","mg",3.68480927696436,0.620076091662369,0,4.30488536862673,0,13.579,627.5,"3:31",211,3.51666666666667,"N",1.19,1.14,6,0.00686037508944499
"SAME","SAME3","T","abun",12,1,4,17,0.307692307692308,15.858,502,"4:17",257,4.28333333333333,"N",0.94,0.64,4,0.0258964143426295
"SAME","SAME3","T","mg",4.94460414171807,0.219747026598099,6.86421476181688,12.028565930133,1.32915337050074,15.858,502,"4:17",257,4.28333333333333,"N",0.94,0.64,4,0.0102875521281199
"SAME","SAME4","T","abun",25,11,6,42,0.166666666666667,NA,627.5,NA,NA,NA,"Y",1.61,1.55,4,0.0573705179282869
"SAME","SAME4","T","mg",8.40689413731115,5.96984700975323,9.35151160127203,23.7282527483364,0.650461151495486,NA,627.5,NA,NA,NA,"Y",1.61,1.55,4,0.0229111412702221
"SAME","SAME5","T","abun",21,1,2,24,0.0909090909090909,15.351,313.75,"3:09",189,3.15,"N",0.74,0.78,5,0.0701195219123506
"SAME","SAME5","T","mg",7.20203998085995,0.219747026598099,2.17500623399908,9.59679324145713,0.293056945963747,15.351,313.75,"3:09",189,3.15,"N",0.74,0.78,5,0.0236550980317388
"SAME","SAME6","C","abun",14,2,0,16,0,9.333,439.25,"3:30",210,3.5,"Y",0.94,1.55,4,0.0364257256687536
"SAME","SAME6","C","mg",13.6430042230421,0.754927741990142,0,14.3979319650322,0,9.333,439.25,"3:30",210,3.5,"Y",0.94,1.55,4,0.0327784449972276
"SAME","SAME7","T","abun",12,0,2,14,0.166666666666667,22.3,439.25,"3:15",195,3.25,"N",0.55,0.8,8,0.0273192942515652
"SAME","SAME7","T","mg",4.08513846190071,0,1.54355030578967,5.62868876769037,0.37784528485027,22.3,439.25,"3:15",195,3.25,"N",0.55,0.8,8,0.00930025830825431
"SAME","SAME8","C","abun",12,0,0,12,0,NA,NA,NA,NA,NA,"N",0.74,0.79,6,NA
"SAME","SAME8","C","mg",3.39164096763521,0,0,3.39164096763521,0,NA,NA,NA,NA,NA,"N",0.74,0.79,6,NA
"SAME","SAME9","C","abun",9,0,0,9,0,5.949,439.25,"3:58",238,3.96666666666667,"N",1.17,1.7,6,0.0204894706886739
"SAME","SAME9","C","mg",5.64428323891836,0,0,5.64428323891836,0,5.949,439.25,"3:58",238,3.96666666666667,"N",1.17,1.7,6,0.012849819553599
